doc_id;full_text;topic;label
BriHasselmann15429989311;Monatelang haben Meuthen, Gauland u.Weidel bestritten,was mit dem AFD-nahen Verein zu tun zu haben. Es geht um millionschwere Wahlwerbung.Der Vorwurf illegaler Parteienfinanzierung steht im Raum.Meuthen,Gauland u.Weidel tun nichts fuer Aufklaerung;Parteienfinanzierung;negative
BriHasselmann15474692161;Union und SPD muessen sich beim Thema Grundsteuer endlich zusammenreissen und jetzt zu einem Ergebnis kommen. Denn die Zeit wird knapp. Das Gezerre um die Grundsteuer ist ein fahrlaessiges Spiel auf dem Ruecken der Kommunen.;Grundsteuer;negative
BriHasselmann15481791781;Landwirtschaftsministern Kloeckner versucht sich rauszureden.Dabei haben Union u.SPD nicht den politischen Willen u.die Kraft Ferkelkastration endlich zu verbieten.Stattdessen knicken sie ein vor Lobbyinteressen. Tierschutz u.eine Agrarwende sind noetig!;Lobbyinteressen;negative
BriHasselmann15532629351;Anonyme Spenden, dubiose Vereinsfinanzierung und jetzt ist oeffentlich sogar die Rede von Strohmann-Spenden. Mit dem propagierten Mut zur Wahrheit scheint es im eigenen Laden der AFD nicht weit her zu sein. NOAFD Parteispendenaffaere;Spenden;negative
BriHasselmann15582531861;In Oesterreich findet ein politisches Beben statt, es wird Neuwahlen geben. Die AFD braucht Stunden bis sie sich oeffentlich aeussert. Dann spricht von singulaerer Angelegenheit-klarer Fall von Realitaetsverlust oder? Strachevideo FPOe NoAFD;AFD;negative
BriHasselmann15592771791;Wir muessen jetzt was tun fuer den Klimaschutz. Dazu muss der Kohleausstieg kommen. Das scheinen noch immer nicht verstanden zu haben. Nicht zu fassen!;Kohleausstieg;negative
BriHasselmann15604883581;Ueber Monate Stillstand u. Blockade bei CDU/CSU und SPD in Sachen Grundsteuer. Was ist denn jetzt Sache bei der Gro Ko? Unsere Kommunen sind angewiesen auf die rund 13 Mrd. Einnahmen aus der Grundsteuer!;Grundsteuer;negative
BriHasselmann15622976001;Erschreckend, was sich hier fuer Abgruende auftun - so viel Hass, Hetze u. Haeme. Es zeigt, wie wichtig es ist, zusammen fuer unsere lebendige Demokratie und unsere weltoffene und tolerante Gesellschaft einzustehen. Wirsind Mehr Unteilbar NoAFD;Hass;negative
BriHasselmann15694185591;Ich finde es bewundernswert, mit welcher Energie sich die 16jaehrige Greta fuer die Bekaempfung der Klimakrise einsetzt und sich von all den Altklugen und Ewiggestrigen nicht entmutigen laesst. Herzlichen Glueckwunsch zum Alternativer Nobelpreis;Klimakrise;positive
BriHasselmann15722478041;Die Ergebnisse der Kohle Kommission liegen seit Januar 2019 vor. Bis heute haben BRG, CDU/CSU u.SPD kein Kohleausstiegs-Gesetz vorgelegt. Das ist unverantwortlich gegenueber den Menschen in den Regionen u. dem Klimaschutz.;Kohle;negative
BriHasselmann15806586061;Die CSU stellt sich mit ihrer Kampagne gegen ein Tempolimit ins Abseits. In Oesterreich, Schweiz, Niederlande, Frankreich, Italien u. vielen Laendern ist ein Tempolimit laengst Normalitaet. Im Jahr 2020 mit ner Kampagne von 1974 zu kommen-eine Lachnummer;Tempolimit;negative
BriHasselmann15809149611;Ob der Ostbeauftragte der Bundesregierung,Mitglied der CDU weiss,welcher Tabubruch in Thueringen stattgefunden hat?!Und welchen schweren Schaden CDU und FDP in Thueringen der Demokratie zugefuegt haben, gemeinsam mit Feinden der Demokratie Kemmerich ins Amt gewaehlt zu haben. NoAFD;Thueringen;negative
BriHasselmann15812717801;Es ist verantwortungslos, was CDU und FDP in Thueringen gemacht haben, ein grosser Schaden fuer unsere Demokratie. Jetzt irgendwelche FDP- CDU-Politiker*innen anzugehen, ist unertraeglich! Lasst uns Demokrat*innen zusammenstehen gegen die Feinde der Demokratie NoAFD;Thueringen;negative
BriHasselmann15834890871;Was sich an der tuerkisch-griechischen Grenze abspielt, ist ein Tiefpunkt europaeischer Fluechtlingspolitik. Dass Union und SPD keine Bereitschaft zeigen, wenigstens besonders Schutzbeduerftige aufzunehmen, deprimiert. Humanitaere Fluechtlingspolitik Seebruecke;Fluechtlingspolitik;negative
BriHasselmann15932577411;Eine echte Wahlrechtsreform sieht anders aus. Was daran soll Reform sein? Begrenzung auf 750 Abgeordnete? Offenkundig fehlt der Union und der Koalition insgesamt die Kraft fuer eine dringend notwendige Wahlrechtsreform. Die Zeit laeuft uns davon.;Wahlrechtsreform;negative
BriHasselmann15983334061;Die Koalition liefert ein peinliches Schauspiel bei der Wahlrechtsreform. Wenn sie nun auf den letzten Druecker versucht, nur den kleinsten gemeinsamen Nenner zu finden, verheisst das nichts Gutes.;Wahlrechtsreform;negative
BriHasselmann16059738171;Inzwischen kommen taeglich neue Berichte ueber die Parteispendenaffaere der AfD. Erst ueber Strafen gegen Alice Weidel dann ueber die offensichtliche Parteienwerbung im Deutschland-Kurier. Die AfD hat getrickst, getaeuscht u.gegen Recht u.Gesetz verstossen. Jetzt folgen Strafzahlungen;Parteispendenaffaere;negative
BriHasselmann16075238461;Was sich Union und SPD beim Lobbyregister leisten, ist zum Fremdschaemen. Ein unwuerdiges Schauspiel: Erst gross ankuendigen und dann auf Zeit spielen. Wir koennen es uns nicht leisten beim Thema Lobbytransparenz weiter Zeit zu verlieren.;Lobbyregister;negative
Buettner_MdB15119699221;Tat von Altena ist schaendlich verachtenswert. Punkt. Keine Frage. Jetzt aber so zu tun, als ob ausgerechnet Politiker am staerksten gefaehrdet seien, ist blanker Hohn! Wer schuetzt die Buerger, die sich tagtaeglich Gewalt ausgesetzt sehen? AfD Maischberger;Gewalt;negative
Buettner_MdB15742753921;In der Zentralen Anlaufstelle fuer Asylsuchende in Halberstadt haeufen sich seit Wochen die Konflikte und koerperlichen Auseinandersetzungen. Es muss gelten: Wer gewalttaetig wird, hat sein Gastrecht verwirkt und muss schnellstens in den Abschiebeflieger!;Asylsuchende;negative
Buettner_MdB15825477031;Mit Schmierereien faengt es an, am Ende brennen Strassenzuege, Polizisten werden mit Steinen und Glasflaschen beworfen. Was der Linksextremismus anrichtet, kann man seit Laengerem in Leipzig-Connewitz erleben. So weit darf es in Sachsen Anhalt nicht kommen!;Linksextremismus;negative
Buettner_MdB16027606911;Statt weiter in blinde Panik zu verfallen, taete die Bundesregierung gut daran, endlich die Corona-Hysterie zu beenden. Wie lange laesst sich der Michel diese staendige Bevormundung durch die Politik eigentlich noch gefallen?;Corona-Hysterie;negative
CanselK15240539991;Zutiefst erschrocken ueber den hemmungslosen antisemitischen Angriff in Berlin. Wenn Juden bei uns zu Freiwild werden, ist das ein Angriff gegen uns alle. Antisemitismus bekaempfen. Klare Antwort des Rechtsstaates gefragt. Genug Ist Genug Null Toleranz;Antisemitismus;negative
CanselK15367465401;Die Forderung der nach einem Mietenstopp ist ein guter Anfang! Wir muessen jeden Stein umdrehen, alles neu denken, um DIE soziale Frage unserer Zeit zu loesen. Wir brauchen ein Grundrecht auf bezahlbaren Wohnraum!;Mietenstopp;positive
CanselK15664814641;Grosser Erfolg: Mehr Macht fuer Arbeitnehmer*innen! staerkt Mitbestimmung. Endlich wird Leiharbeit bei der Bildung von paritaetischen Aufsichtsraeten mitgezaehlt. Was wir noch brauchen ist: Echte Paritaet! Wirtschaftsdemokratie;Paritaet;positive
CanselK15708654471;Das hat in der Vergangeheit stets fuer eine starke Sozialdemokratie und fuer unsere Grundwerte gestritten und gekaempft und Verantwortung bewiesen. Heute in Muenchen uebernehmen und grosse Verantwortung fuer unsereSPD. Respekt!;Sozialdemokratie;positive
CanselK15783982621;Das ist eine gute Basis fuer die Erwerbstaetigenversicherung in in die Alle einzahlen! Bei einem Rentenniveau von mindestens 50 fuer eine starke gesetzliche Rente, die annaehernd den Lebensstandard sichert. In die auch junge Menschen Vertauen setzen koennen.;Rente;positive
CanselK15979512971;Erst reden sich startups damit raus, sie seien zu frisch und risikobehaftet. Doch auch wenn sie erfolgreich werden, stemmen sie sich offenbar gegen Mitbestimmung! wirecard-ein spektakulaerer Fall. Kein Einzelfall Daher: Staatsgeld nur da, wo Respekt ggue Arbeitnehmerschaft!;wirecard;negative
CanselK16007608781;Wie kann man in einem Interview soviel Unsinn verbreiten? Wie das geht, zeigt uns Der Fokus ist auch hier der falsche. Richtig waere: Erbschaften: Leben ohne Arbeit! Erbschaftsteuer Homosexualitaet Merz;Erbschaftsteuer;negative
CarenLay15131757101;Die AfD hat sich heute im Bundestag als Opfer linksextremer Gewalt inszeniert. Doch die eigentlichen Brandstifter sitzen in ihren eigenen Reihen. Rassistische Gewalt ist die groesste Bedrohung fuer unsere Demokratie.;AfD;negative
CarenLay15194597971;Die Augrenzung von MigrantInnen von der Essener Tafel ist inakzeptabel und rassistisch. Wir duerfen nicht zulassen, dass die Aermsten gegeneinander ausgespielt werden. Es ist genug Essen fuer alle da! LINKE;Augrenzung;negative
CarenLay15284358961;Das Baukindergeld ist eine kostspielige Subvention der Bauwirtschaft, die die Wohnungsnot in Staedten nicht beseitigt. Es darf nicht das dringend benoetigte Geld fuer sozialen Wohnungsbau auffressen!;Wohnungsbau;negative
CarenLay15308713841;Viele Laender zweckentfremden Mittel fuer Sozialen Wohnungsbau und stopfen damit Haushaltsloecher oder finanzieren Eigenheime. Das ist nicht akzeptabel, denn bundesweit fehlen ca 4 Millionen Sozialwohnungen!;Wohnungsbau;negative
CarenLay15499633751;In Wolfsburg sind die Mietpreise in den letzten 10 Jahren um 67 gestiegen. Die Wohnhaeuser im Stadtteil Westhagen wurden erst runtergewirtschaftet und werden jetzt mit Steuergeldern wieder abgerissen. Ein Lehrstueck ueber den Irrsinn der Wohnungspolitik.;Mietpreise;negative
CarenLay15664717121;In den letzten 5 Jahren sind im Schnitt 60.000 Sozialwohnungen verschwunden. Die Regierung hat hier komplett versagt! Es braucht ein Rettungsprogramm, um den sozialen Wohnungsbau zu erhalten und auszubauen! Zwischen Wahlkampfterminen im ZDF:;Wohnungsbau;negative
CarenLay15711279761;Nur 43 rechtsextreme Gefaehrder? Diese Zahl scheint angesichts von Hass und Gewalt, die viele taeglich (nicht nur im Netz) zu spueren kriegen, viel zu klein. Verfassungsschutz und BKA machen ihre Arbeit gegen Rechtsextremismus und Rechtsterrorismus nicht.;Verfassungsschutz;negative
CarenLay15749355741;Die Gelder fuer den Sozialen Wohnungsbau werden fuer 2020 um 500 Mio gekuerzt! Das hat die Gro Ko gerade im Bundestag beschlossen. Der Niedergang des ist damit besiegelt. Eine beschaemende Entscheidung, ein trauriger Tag fuer Mieter*innen!;Wohnungsbau;negative
CarenLay15917236891;In Dresden werden 1.300 Wohnungen zweckentfremdet. Das treibt die Mietpreisspirale weiter an und macht Wohnen immer unbezahlbarer. Sachsen braucht endlich ein Zweckentfremdungsverbot, wie es schon lange fordert.;Wohnen;negative
CarenLay15922269011;In einer Unterkunft fuer Gefluechtete in Hoyerswerda gibt es den ersten Fall von COVID19. Empfehlungen des wurden zu lange ignoriert. Sammelunterkuenfte sind zu evakuieren, zugunsten von Kleingruppen-Unterbringung und Schutz von Risikogruppen!;Sammelunterkuenfte;negative
CarenLay15923248041;Unfassbar: Zuerst unterstuetzen die Partnerschaften Fuer Demokratie eine zu Recht umstrittene Veranstaltung mit Steimle und Lengsfeld, dann haelt unser OB dort auch noch ein Grusswort?! So wird es leider wieder nichts mit der Bekaempfung des Rechtsextremismus in Bauzen;Rechtsextremismus;negative
CarenLay16057161081;Weiter auf Automobilitaet zu setzen, Autokonzerne mit Milliarden zu foerdern und fuer Autobahnen Waelder abzuholzen ist anachronistisch, unverantwortlich und zerstoert die Hoffnung auf eine Zukunft. Autogipfel Dannibleibt Foto: Andreas Arnold/dpa;Automobilitaet;negative
CarenLay16061164731;Wer sich keine Eigentumswohnung leisten kann, wird verdraengt an den Stadtrand. Das ist hoechst unsozial! Mieter*innen brauchen endlich ein Umwandlungsverbot ihrer Miet- in Eigentumswohnungen! Mein Statement im;Eigentumswohnung;negative
ChrisKuehn_mdb15547222641;erklaert die Wohnungskrise auf einem bodenlos niedrigen Niveau. Kein Wort zur Spekulation mit Boden und Wohnraum. Kein Wort zur Umwandlung von Mietwohnungen. Kein Wort zum Niedergang des sozialen Wohnungsbau - peinlich und unterkomplex! Mietenwahnsinn;Wohnraum;negative
ChrisKuehn_mdb15584224631;Wer letztlich nach CCS ruft, will das fossile Zeitalter verlaengern, auf Kosten des Klimas und der Umwelt. CCS ist eine Nebelkerze und ein Irrweg! Alternative ist doch klar - schnellerer Ausbau der erneuerbaren Energien und Ausbau des Netzes.;Umwelt;negative
DJanecek15852393561;Die Ideen des fuer eine Corona App gehen in die richtige Richtung. Wir muessen Digitalisierung und Datenanalyse jetzt effektiv fuer die Pandemie-Bekaempfung einsetzen. Das geht unter Wahrung des Datenschutzes! Corona Krise;Digitalisierung;positive
DJanecek15879868871;Auch in Corona Krise Zeiten gilt in Bayern in der Schule harte Selektion vor Fairnis. Die beschlossene rueckwirkende Regelung zum Grundschuluebertritt von beraubt vielen Schueler*innen die Moeglichkeit, sich noch zu verbessern. Skandaloeses Vorgehen!;Schule;negative
DJanecek16016214211;Mit Verlaub, das ist ziemlich gaga! Markus Soeder fordert den Ausstieg aus dem Verbrennungsmotor bis 2035 - und die CSU in Berlin kaempft fuer Kaufpraemien fuer fossile Verbrenner. Verlaessliche Industriepolitik ist das nicht. Bundestag Haushaltsdebatte;Industriepolitik;negative
DJanecek16084101431;Ich bin den Forscherinnen und Forschern sehr dankbar, dass wir in Rekordgeschwindigkeit nun bald eine Auswahl an Impfstoffen gegen COVID-19 zur Verfuegung haben werden. Was fuer eine Leistung, die in diesen dunklen Monaten Mut macht fuer das kommende Jahr. Impfen rettet Leben!;Impfstoffen;positive
DagmarFreitag1315811620841;Treffen mit Fridays for Future Iserlohn. Lebhafter Meinungsaustausch, mit zahlreichen Schnittmengen, aber auch unterschiedlichen Stand-punkten. Ich war beeindruckt von der Offenheit, sich auch mit mei-nen Argumenten und Sichtweisen auseinanderzusetzen. So funktioniert Demokratie;Fridays;positive
DerLenzMdB15852996961;Ich halte diese staendigen Vergleiche fuer vollkommen unangebracht und in keiner Weise zielfuehrend. Bei allem Respekt - das eine ist das eine und das andere ist das andere. Corona Kriseistnichtgleichkrise;Corona;negative
DerLenzMdB15878299731;Ich finde es ebenso verstoerend, wie manchmal Regeln bewusst uebertreten werden, wie ich es verstoerend finde, dass eine Art Denunziantentum mancherseits Eintritt, wenn sich nicht alle an die Regeln halten. Corona - das Beste und das Schlechteste..;Corona;negative
DerLenzMdB16099351861;Deutschland erreicht das Klimaziel 2020 - es ist eine extreme gesellschaftliche, politische u. techn. Leistung 42 Prozent weniger CO2 ggue. 1990 auszustossen. Ohne Corona waeren es uebrigens ca 39 Prozent weniger gewesen. Das ist also nicht der Punkt. Erreicht ist erreicht.;Klimaziel;positive
Diether_Dehm15923855901;In einem Land, das jaehrl. 125 Mrd. an Steuerhinterziehung toleriert (1/3 des Haushalts 2019) und mit Milliarden Konzerne rettet, aber gerade Alten Jungen die kalte Schulter zeigt, braucht es Gerechtigkeit Extrasteuer fuer Superreiche,;Steuerhinterziehung;negative
Diether_Dehm16007553911;Koennte es sein, dass es ein mieser Deal war, wenn Sie die Lufthansa mit 9 Mrd. maesten und Dividenden/Boni erlauben, aber NULL Klimaschutz verlangen und es zulassen, dass nun noch mehr Beschaeftigte den Job verlieren, Herr;Lufthansa;negative
DietmarBartsch15263736671;Jede Bundesregierung der letzten Jahrzehnte hat aus der Familie als Hort der Sicherheit immer mehr zum Risikofaktor gerade fuer junge Menschen - in Leiharbeit Befristungen gepresst - gemacht. Und beim Familiennachzug haelt Schwarz Rot die Handbremse angezogen. Tagder Framilie;Familie;negative
DietmarBartsch15301609821;EUGipfel: Es wird irgendwelche Loesungen geben, aber gesamteuropaeisch nicht. Manch einer sagt sich: So wie Deutschland in der Finanzkrise mit uns umgegangen ist, so gehen wir jetzt auch mit Deutschland um. Das Auseinanderfallen von Europa hat Merkel mitzuverantworten.;Europa;negative
DietmarBartsch15343152451;Merkel startet nach dem Urlaub mit ihrem Buergerdialog im Osten - gut! Ihre Botschaft des routinierten Weiter-so der schwarz-roten Koalition wird den aktuellen Herausforderungen nicht gerecht und auch durch einen Buergerdialog nicht besser.;Merkel;negative
DietmarBartsch15350125781;Pressefreiheit muss mit aller Konsequenz verteidigt werden. Staatsbedienstete in Sachsen bei Verfassungsfeinden. Unfassbar! Ich erwarte, dass die Vorgaenge zuegig aufgeklaert Schlussfolgerungen gezogen werden. Der Ministerpraesident der saechsische Innenminister sind gefordert.;Sachsen;negative
DietmarBartsch15359534961;Nach den klaren Worten von Volker Kauder ist das droehnende Schweigen von Innenminister Seehofer peinlich, unverantwortlich und entlarvend. Ich habe die Demonstrationen in Chemnitz gesehen, es gibt keine Grenze zwischen Rechtsextremen und der AfD.;AfD;negative
DietmarBartsch15377227451;Merkel muss endlich handeln. Sie hat die Richtlinienkompetenz. Sie nimmt diese nicht wahr. Und sie ist die Verantwortliche fuer die aktuelle Krise in der Bundesregierung.;Merkel;negative
DietmarBartsch15541133361;Bundeskanzlerin Merkel hat in 14 Jahren viel zu wenig fuer Ostdeutschland getan. Ich fordere Frau Merkel auf, ihre Restzeit als Kanzlerin dafuer zu nutzen, die verheerende Abwertung zu stoppen.;Ostdeutschland;negative
DietmarBartsch15563466441;Elternunterhalt: Es ist richtig, Angehoerige zu entlasten. Bedarfsgerechte Pflege Teilhabe an der Gesellschaft darf nicht vom Geldbeutel Betroffener ihrer Familien abhaengig sein. Ich wuensche mir eine zuegige Umsetzung ohne hohe buerokratische Huerden.;Pflege;positive
